Name;KATEGORIE;ART;REICHWEITE;SCHADEN;DAUER;ENTZUG;SEITE;Widerstand;Elementarschaden;Erläuterungen
Schweigen (Realistisch, Vollsensorisch, Flächenwirkung);Illusionszauber;M;BF (F);;A;F - 2;SG S. 116;LOG+WIL;;SCHWEIGEN (REALISTISCH, MONOSENSORISCH, FLÄCHENWIRKUNG) Art: M Reichweite: BF (F) Dauer: A Entzug: KS - 2 STILLE (REALISTISCH, MONOSENSORISCH, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Dauer: A Entzug: KS - 1 Diese Zauber erzeugen ein Feld, in dem Geräusche gedämpft werden. Schallangriffe aus dem Feld heraus oder in es hinein (auch von Critterkräften wie Lähmendes Heulen) werden pro Erfolg bei der Spruchzaubereiprobe um 1 reduziert. Wer versucht, Geräusche aus oder von hinter dem Feld wahrzunehmen, muss dem Zauber zuerst widerstehen. Schweigen ist ein Manazauber und wirkt daher nur gegen Lebewesen und magische Schallangriffe oder Critterkräfte. Stille ist ein physischer Zauber und wirkt daher auch gegen technologische Geräte. Er ist nützlich für das Stören von Alarmen, Überwachungsgeräten, Sonar und Kommunikation und kann auch technologische Schallwaffen beeinträchtigen.
Schwerkraft (Transformation);Manipulationszauber;P;BF;;A;F + 1;VK S. 51;KON+STR;;SCHWERKRAFT (TRANSFORMATION) Art: P Reichweite: BF Dauer: A Entzug: KS + 1 SCHWERKRAFTTRICHTER (TRANSFORMATION, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Dauer: A Entzug: KS + 3 Die Schwerkraftzauber verändern die fundamentalen Kräfte des Universums rund um die Opfer, was auf magische Weise zu einer viel höheren Schwerkraftwirkung führt. Jeder Nettoerfolg bei der Spruchzauberei-Probe senkt die Würfelpools für alle Handlungen, bei denen körperliche Attribute benutzt werden, um 1. Dazu zählen auch Initiativeproben. Wenn der Würfelpoolmalus größer ist als die Stärke des Opfers, ist die Schwerkraft zu stark, und das Opfer wird bewegungsunfähig. Bewegungsunfähige Ziele dürfen sich gegen Angriffe wehren und ihnen ausweichen, aber sie erhalten einen Würfelpoolmalus gleich den Nettoerfolgen bei der Spruchzauberei-Probe. Opfer von Schwerkraftzaubern können eine Komplexe Handlung aufwenden und eine Probe auf Stärke + Konstitution mit einem Schwellenwert gleich der Anzahl der Nettoerfolge bei der Spruchzauberei-Probe ablegen, um freizukommen. Das dürfen sie aber erst tun, wenn sie eine Kampfrunde lang bewegungsunfähig waren. Selbst wenn sie mit dieser Probe erfolgreich sind, bleibt der Würfelpoolmalus bestehen. Schwerkraft wirkt auf ein einzelnes Ziel, Schwerkrafttrichter ist ein Zauber mit Flächenwirkung.
Schwerkrafttrichter (Transformation, Flächenwirkung);Manipulationszauber;P;BF (F);;A;F + 3;VK S. 51;KON+STR;;SCHWERKRAFT (TRANSFORMATION) Art: P Reichweite: BF Dauer: A Entzug: KS + 1 SCHWERKRAFTTRICHTER (TRANSFORMATION, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Dauer: A Entzug: KS + 3 Die Schwerkraftzauber verändern die fundamentalen Kräfte des Universums rund um die Opfer, was auf magische Weise zu einer viel höheren Schwerkraftwirkung führt. Jeder Nettoerfolg bei der Spruchzauberei-Probe senkt die Würfelpools für alle Handlungen, bei denen körperliche Attribute benutzt werden, um 1. Dazu zählen auch Initiativeproben. Wenn der Würfelpoolmalus größer ist als die Stärke des Opfers, ist die Schwerkraft zu stark, und das Opfer wird bewegungsunfähig. Bewegungsunfähige Ziele dürfen sich gegen Angriffe wehren und ihnen ausweichen, aber sie erhalten einen Würfelpoolmalus gleich den Nettoerfolgen bei der Spruchzauberei-Probe. Opfer von Schwerkraftzaubern können eine Komplexe Handlung aufwenden und eine Probe auf Stärke + Konstitution mit einem Schwellenwert gleich der Anzahl der Nettoerfolge bei der Spruchzauberei-Probe ablegen, um freizukommen. Das dürfen sie aber erst tun, wenn sie eine Kampfrunde lang bewegungsunfähig waren. Selbst wenn sie mit dieser Probe erfolgreich sind, bleibt der Würfelpoolmalus bestehen. Schwerkraft wirkt auf ein einzelnes Ziel, Schwerkrafttrichter ist ein Zauber mit Flächenwirkung.
Senden (Active, Extended Area);Wahrnehmungszauber;M;BF (F);;A;F+2;SSP S. 18;;;
Sinn Borgen (aktiv, gerichtet);Wahrnehmungszauber;M;F*MAG;;A;F - 3;SG S. 137;WIL+LOG+(Antimagie)/ KS*2/Objektw.;;SINN BORGEN (AKTIV, GERICHTET) Art: M Reichweite: B Dauer: A Entzug: KS - 3 TIERSINN BORGEN (AKTIV, GERICHTET) Art: M Reichweite: B Dauer: A Entzug: KS - 5 AUGEN DES RUDELS (AKTIV, GERICHTET) Art: M Reichweite: B Dauer: A Entzug: KS - 1 Mit diesen Zaubern kann der Zauberer die Sinne seines Opfers anzapfen. Sinn Borgen sorgt dafür, dass man sich einen einzelnen Sinn eines Opfers innerhalb der Reichweite „ausleihen“ kann. Wenn das Opfer dem Zauber nicht widersteht, kann man mit seinem Sinn wahrnehmen, als wäre es der eigene. Alle Wahrnehmungsproben mit dem geliehenen Sinn verwenden die Nettoerfolge bei der Spruchzaubereiprobe als Limit. Objekte oder Lebewesen, die vom Ziel wahrgenommen werden, legen keine Zauberwiderstandsproben ab. Das Opfer behält die Kontrolle über seine Handlungen und Sinne, das Ziel ist nur Beobachter. Das Ziel kann weder mit dem Opfer kommunizieren noch seine Aufmerksamkeit in eine bestimmte Richtung lenken. Es kann in Verbindung mit dem Sinn des Opfers auch keine eigenen verbesserten Sinne (wie z. B. Restlichtverstärkung oder Astrale Wahrnehmung) benutzen oder Zauber durch den Sinn des Opfers wirken. Solange der Zauber aufrechterhalten wird, kann das Ziel zwischen den Sinnen des Opfers mit einer Einfachen Handlung „umschalten“. Sinne, die es normalerweise nicht hat (wie z. B. das Sonar einer Fledermaus), kann es ebenfalls borgen. Die astrale Wahrnehmung eines Opfers gilt für die Zwecke dieses Zaubers als eigener Sinn, d. h. das Ziel kann nicht gleichzeitig die astrale Wahrnehmung und einen weiteren Sinn des Opfers borgen. Tiersinn Borgen ist eine eingeschränkte Version des Zaubers Sinn Borgen, die nur auf mundane Tiere gewirkt werden kann, nicht auf paranormale Critter oder Critter mit der Kraft Bewusstsein. Augen des Rudels ist eine Variante des Zaubers Sinn Borgen, die nur bei freiwilligen Zielen funktioniert und nur den Gesichtssinn überträgt. Das Umschalten von der Sicht eines Mitglieds des „Rudels“ zu einem anderen erfordert eine Einfache Handlung.
Somatische Heilung (Blut, Essenz);Heilzauber;M;B;;P;F - 4;VK S. 123;;;SOMATISCHE HEILUNG (BLUT, ESSENZ) Art: M Reichweite: B Dauer: P Entzug: KS - 4 Mit diesem edelsten Einsatz der Blutmagie kann der Zaubernde einen Teil seiner Lebenskraft auf das Ziel übertragen und damit dessen Wunden heilen. Beim Ziel wird eine Anzahl von Kästchen Körperlichen Schadens gleich der Anzahl der Erfolge bei der Spruchzauberei-Probe geheilt. Der Zaubernde erleidet dadurch dieselbe Anzahl an Schadenskästchen. Diesem Schaden kann nicht widerstanden werden, und er kann nicht magisch geheilt werden. Allein mundane Behandlung und Ruhe können für seine Heilung eingesetzt werden. Erfolge aus der Spruchzauberei-Probe können auch wie gewohnt verwendet werden, um die Zeit zu verkürzen, bis die Wirkung permanent wird. Dabei verkürzt jeder auf diese Weise verwendete Erfolg die Zeit um 1 Kampfrunde. Die Erfolge können beliebig zwischen Heilung und Beschleunigung der Wirkung aufgeteilt werden.
Sonnenstrahl (Indirect);Kampfzauber;P;BF;K;Apez.;F-1;SSP S. 17;;;
Stabilisieren;Heilzauber;M;B;;P;F - 4;SG S. 112;;;STABILISIEREN Art: M Reichweite: B Dauer: P Entzug: KS - 4 Dieser Zauber kann ein Ziel mit vollem Körperlichem Schadensmonitor stabilisieren und verhindern, dass es stirbt. Die Kraftstufe des Zaubers muss mindestens so hoch sein wie der bereits vorhandene Überschüssige Schaden, wenn der Zauber beginnt. Erst wenn die Zauberwirkung permanent ist, ist das Ziel wirklich stabilisiert. Erfolge reduzieren die dafür benötigte Zeit um 1 Kampfrunde pro Erfolg. Wenn der Zauber erfolgreich ist, wird das Ziel stabilisiert und erleidet keinen weiteren Überschüssigen Schaden (s. SR5, S. 207).
Sterilisieren (Umgebung, Flächenwirkung);Manipulationszauber;P;BF (F);;S;F - 3;SG S. 132;;;STERILISIEREN (UMGEBUNG, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Dauer: S Entzug: KS - 3 Mit diesem Zauber kann der Zauberer alle Bakterien (und anderen Mikroorganismen) im Wirkungsbereich töten und organisches Material wie etwa Hautschuppen, Haare und Blut vernichten. Material, das mit diesem Zauber „behandelt“ wurde, kann nicht mehr als Materielle Verbindung dienen. Der Zauber hat keine Wirkung auf biologisches Material, das noch mit einem Lebewesen verbunden ist. Deshalb kann er auch nicht die verschiedenen schädlichen und hilfreichen Lebewesen abtöten, die in und auf anderen Lebewesen wohnen. Pro Erfolg bei der Spruchzaubereiprobe erhalten Proben, mit denen das Material gesammelt, forensisch untersucht oder als Materielle Verbindung genutzt werden soll, einen Würfelpoolmodifikator von -1. Mit diesem Zauber eliminieren Shadowrunner oft ihre Spuren an Tatorten, besonders wenn Blut vergossen wurde. Der sterilisierte Bereich hat ein Volumen von [Magieattribut des Zauberers] Kubikmetern.
Stille  (Realistisch, Monosensorisch, Flächenwirkung);Illusionszauber;P;BF (F);;A;F - 1;SG S. 116;LOG+INT;;SCHWEIGEN (REALISTISCH, MONOSENSORISCH, FLÄCHENWIRKUNG) Art: M Reichweite: BF (F) Dauer: A Entzug: KS - 2 STILLE (REALISTISCH, MONOSENSORISCH, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Dauer: A Entzug: KS - 1 Diese Zauber erzeugen ein Feld, in dem Geräusche gedämpft werden. Schallangriffe aus dem Feld heraus oder in es hinein (auch von Critterkräften wie Lähmendes Heulen) werden pro Erfolg bei der Spruchzaubereiprobe um 1 reduziert. Wer versucht, Geräusche aus oder von hinter dem Feld wahrzunehmen, muss dem Zauber zuerst widerstehen. Schweigen ist ein Manazauber und wirkt daher nur gegen Lebewesen und magische Schallangriffe oder Critterkräfte. Stille ist ein physischer Zauber und wirkt daher auch gegen technologische Geräte. Er ist nützlich für das Stören von Alarmen, Überwachungsgeräten, Sonar und Kommunikation und kann auch technologische Schallwaffen beeinträchtigen.
Stinkbombe  (Realistisch, Monosensorisch, Flächenwirkung);Illusionszauber;M;BF (F);;A;F - 1;SG S. 114;LOG+WIL;;STINKBOMBE (REALISTISCH, MONOSENSORISCH, FLÄCHENWIRKUNG) Art: M Reichweite: BF (F) Dauer: A Entzug: KS - 1 Diese Zauber geben dem Zaubernden ein ekelhaftes Werkzeug an die Hand, um Gegner mit der Illusion eines Gestanks abzulenken, der ihnen den Magen umdreht. Das Ziel erhält pro Nettoerfolg bei der Spruchzaubereiprobe einen Würfelpoolmodifikator von -1 auf alle Handlungen, weil es die ganze Zeit über würgt. Nach Maßgabe des Spielleiters kann ein Charakter, dessen Malus seine Willenskraft übersteigt, vollständig handlungsunfähig werden, da er sich fortwährend erbrechen muss. Zum Glück ist der Zauberer selbst immun gegen die Auswirkungen dieses Zaubers. Gestank wirkt gegen ein einzelnes Ziel, Stinkbombe ist ein Flächenzauber.
Stoß (Indirekt);Kampfzauber;P;BF;G;S;F - 3;SG S. 122;REA+INT? KON+Panz/DK-Kraftstufe;;SCHLAG (INDIREKT, BERÜHRUNG) Art: P Reichweite: B Schaden: G Dauer: S Entzug: KS - 6 STOSS (INDIREKT) Art: P Reichweite: BF Schaden: G Dauer: S Entzug: KS - 3 DRUCKWELLE (INDIREKT, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Schaden: G Dauer: S Entzug: KS Diese Zauber treffen ihr(e) Ziel(e) mit einer unsichtbaren psychokinetischen Macht - wie ein Faustschlag oder ein Fußtritt, die Geistigen Schaden verursachen. Schlag erfordert die Berührung des Ziels. Stoß trifft ein einzelnes Ziel auf Entfernung. Druckwelle ist ein Flächenzauber.
Strahlenbarriere (Physical);Manipulationszauber;P;BF (F);;A;F-2;SSP S. 21;;;
Strahlenexplosion (Indirekt, Elementar, Flächenwirkung);Kampfzauber;P;BF (F);K;S;F - 1;SG S. 120;REA+INT?KON+Panz/DK-KS?Granate;Strahlungsschaden SG: S. 121;"RADIOAKTIVER STRAHL (INDIREKT, ELEMENTAR) Art: P Reichweite: BF Schaden: K Dauer: S Entzug: KS - 3 STRAHLENEXPLOSION (INDIREKT, ELEMENTAR, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Schaden: K Dauer: S Entzug: KS - 1 Diese Zauber kanalisieren die hinterhältige, unsichtbare Kraft der Radioaktivität und lenken sie auf das Ziel, wodurch Strahlungsschaden (siehe Kasten Elementarschaden, S. 121) verursacht wird. Radioaktiver Strahl wirkt gegen ein einzelnes Ziel, Strahlenexplosion ist ein Flächenzauber. Ein Zauberer kann diese Zauber nur lernen, wenn er ein Magisches Refugium für die Toxische Tradition zur Verfügung hat. Der Schadenscode eines erfolgreich gewirkten Indirekten Kampfzaubers entspricht der Kraftstufe + Nettoerfolge. Indirekte Kampfzauber mit Flächenwirkung bewegen sich vom Magier zum Explosionspunkt hin und „explodieren“ dort. Die Probe wird ähnlich wie beim Angriff mit Granaten (S. 182) abgelegt: Man würfelt mit Spruchzauberei + Magie [Kraftstufe] (3) mit einer Abweichung von 2W6 Metern. Im Gegensatz zu Granaten erhöhen Nettoerfolge (über dem Schwellenwert von 3) den Schadenscode des Zaubers; wird der Schwellenwert nicht erreicht, geht der Zauber immer noch los, aber die Erfolge reduzieren die Abweichung um 1 Meter pro Erfolg. STRAHLUNG Strahlung durch Kräfte und Zauber toxischer Geister, Zauberer und Adepten wird als konzentrierte Energie auf das Ziel oder die Ziele geschleudert. Sofortige Effekte sind Verbrennungen, ähnlich wie bei enormer Hitze. Die Spätfolgen sind aber noch viel schlimmer, da sie den Körper auf der Zellebene zusammenbrechen lassen. Strahlungsangriffe verursachen Körperlichen Schaden. Panzerung hilft nicht gegen Strahlung, es sei denn, sie verfügt über die Modififikation Strahlenschutz (Kreuzfeuer, S. 86). Dann verleiht der Strahlenschutz Bonuswürfel in Höhe seiner Stufe für die entsprechende Schadenswiderstandsprobe und die folgende Toxinwiderstandsprobe. Behandeln Sie jeden Strahlenangriff als Toxin, das Übelkeit verursacht (siehe Toxine, SR5, S. 410), mit einem Schaden gleich den Nettoerfolgen des Angriffs (vor der Schadenswiderstandsprobe). DIE VERWENDUNG VON TOXINEN Wenn ein Toxin eingesetzt wird, wird zunächst anhand seiner Geschwindigkeit festgestellt, wann die Wirkung einsetzt. Am Ende der betreffenden Kampfrunde legt das Opfer eine Toxinwiderstandsprobe ab, um festzustellen, ob das Toxin Wirkung zeigt. Für diese Probe werden Konstitution + Willenskraft + Stufe einer eventuellen Schutzausrüstung gegen das Toxin verwendet. Jeder Erfolg senkt die Kraft des Toxins um 1. Wird die Kraft auf 0 gesenkt, hat das Toxin keine Wirkung; anderenfalls setzt die Wirkung mit der verbliebenen Kraft ein. | STRAHLUNG Strahlung durch Kräfte und Zauber toxischer Geister, Zauberer und Adepten wird als konzentrierte Energie auf das Ziel oder die Ziele geschleudert. Sofortige Effekte sind Verbrennungen, ähnlich wie bei enormer Hitze. Die Spätfolgen sind aber noch viel schlimmer, da sie den Körper auf der Zellebene zusammenbrechen lassen. Strahlungsangriffe verursachen Körperlichen Schaden. Panzerung hilft nicht gegen Strahlung, es sei denn, sie verfügt über die Modififikation Strahlenschutz (Kreuzfeuer, S. 86). Dann verleiht der Strahlenschutz Bonuswürfel in Höhe seiner Stufe für die entsprechende Schadenswiderstandsprobe und die folgende Toxinwiderstandsprobe. Behandeln Sie jeden Strahlenangriff als Toxin, das Übelkeit verursacht (siehe Toxine, SR5, S. 410), mit einem Schaden gleich den Nettoerfolgen des Angriffs (vor der Schadenswiderstandsprobe). DIE VERWENDUNG VON TOXINEN Wenn ein Toxin eingesetzt wird, wird zunächst anhand seiner Geschwindigkeit festgestellt, wann die Wirkung einsetzt. Am Ende der betreffenden Kampfrunde legt das Opfer eine Toxinwiderstandsprobe ab, um festzustellen, ob das Toxin Wirkung zeigt. Für diese Probe werden Konstitution + Willenskraft + Stufe einer eventuellen Schutzausrüstung gegen das Toxin verwendet. Jeder Erfolg senkt die Kraft des Toxins um 1. Wird die Kraft auf 0 gesenkt, hat das Toxin keine Wirkung; anderenfalls setzt die Wirkung mit der verbliebenen Kraft ein."
Strahlenschild (Physical);Manipulationszauber;P;BF;;A;F-4;SSP S. 21;;;
Tarnung (Realistisch, Monosensorisch);Illusionszauber;M;BF;;A;F - 2;SG S. 116;LOG+WIL;;TARNUNG (REALISTISCH, MONOSENSORISCH) Art: M Reichweite: BF Dauer: A Entzug: KS - 2 PHYSISCHE TARNUNG (REALISTISCH, MONOSENSORISCH) Art: P Reichweite: BF Dauer: A Entzug: KS Diese Zauber färben ein Ziel in einem Tarnmuster, das zur Umgebung passt. Pro Erfolg bei der Spruchzaubereiprobe erhält das Ziel einen Würfelpoolmodi kator von +1 für Proben zum Widerstand gegen visuelles Entdecken (also z. B. Schleichenproben). Tarnung wirkt nur gegen lebende Beobachter, Physische Tarnung auch gegen technologische Sensoren.
Telepathie (aktiv, übersinnlich);Wahrnehmungszauber;M;F*MAG;;A;F - 1;SG S. 138;WIL+LOG+(Antimagie)/ KS*2/Objektw.;;TELEPATHIE (AKTIV, ÜBERSINNLICH) Art: M Reichweite: B Dauer: A Entzug: KS - 1 Telepathie erlaubt dem Zauberer und einem freiwilligen Ziel, mental miteinander zu kommunizieren und dabei Worte, Emotionen und geistige Bilder auszutauschen. Ein Erfolg bei der Spruchzaubereiprobe genügt, um die Verbindung herzustellen. Da das Ziel freiwillig mitmachen muss, wird die Spruchzaubereiprobe als normale Erfolgsprobe abgewickelt. Das Ziel muss innerhalb der Sinnesreichweite bleiben, damit die Verbindung funktioniert
Telepathisches Netz (aktiv, übersinnlich);Wahrnehmungszauber;M;F*MAG;;A;F;SG S. 138;WIL+LOG+(Antimagie)/ KS*2/Objektw.;;TELEPATHISCHES NETZ (AKTIV, ÜBERSINNLICH) Art: M Reichweite: B Dauer: A Entzug: KS ERWEITERTES TELEPATHISCHES NETZ (AKTIV, ÜBERSINNLICH, ERWEITERT) Art: M Reichweite: B Dauer: A Entzug: KS + 1 Telepathisches Netz ist eine Variante des Zaubers Telepathie (S. 138), die einer Gruppe freiwilliger Ziele die telepathische Kommunikation erlaubt. Jeder in der Gruppe kann Worte, geistige Bilder oder Emotionen übertragen, solange er innerhalb der Reichweite des Ziels des Zaubers (der Person, die beim Wirken des Zaubers berührt wurde) bleibt. Die Anzahl der Gruppenmitglieder (außer dem Ziel) gibt den Schwellenwert für die Spruchzaubereiprobe an. Wenn einer der Teilnehmer die Reichweite verlässt, muss der Zauber für ihn erneut gewirkt werden, wenn er wieder die Vorteile des Telepathischen Netzes nutzen will. Die anderen Teilnehmer können weiter kommunizieren, solange der Zauber aufrechterhalten wird und sie in Reichweite bleiben.
Temperatur Ändern (Physical);Manipulationszauber;P;BF (F);;A;F-3;SSP S. 20;;;
Tier Beherrschen (Beherrschung);Manipulationszauber;M;BF;;A;F - 3;SG S. 132;WIL+LOG;;TIER BEHERRSCHEN (BEHERRSCHUNG) Art: M Reichweite: BF Dauer: A Entzug: KS - 3 MEUTE BEHERRSCHEN (BEHERRSCHUNG, FLÄCHENWIRKUNG) Art: M Reichweite: BF (F) Dauer: A Entzug: KS - 1 Diese Zauber sind Varianten der Zauber Gedanken Beherrschen und Mob-Bewusstsein (S. 125), die speziell auf (normale und paranormale) Tiere ohne die Kraft Bewusstsein ausgelegt sind. Der Zauberer übernimmt zunächst die Kontrolle über den Geist des Tiers und kann ihm jeweils mit einer Einfachen Handlung verbale Kommandos geben, denen das Tier gehorchen muss. Der Spielleiter sollte die Intelligenz des jeweiligen Tiers und die Komplexität der Anweisung berücksichtigen, um festzulegen, wie effektiv die Kommandos umgesetzt werden. Tier Beherrschen wirkt gegen ein einzelnes Ziel, Meute Beherrschen ist ein Flächenzauber
